rand_lat,rand_lng,closest_city,country,Temp,Humidity,Date,Wind Speed,Cloudiness
-41.43521222746269,-102.53047593852367,ancud,cl,53.97,97.0,06/17/2018,13.22,92.0
-38.13811605523649,-44.48584530083036,rio grande,br,53.6,81.0,06/17/2018,4.7,20.0
4.271469114199334,-0.20521302466980273,mumford,gh,78.99,85.0,06/17/2018,13.67,88.0
9.690339340366435,-88.71730875254863,san rafael del sur,ni,87.8,70.0,06/17/2018,4.7,40.0
0.08318200991354274,-74.9777863795527,puerto leguizamo,co,74.58,87.0,06/17/2018,3.15,88.0
49.82591651004748,-101.2655625759026,virden,ca,72.87,65.0,06/17/2018,7.4,8.0
-27.04985696891206,-44.688628975140375,sao sebastiao,br,75.39,97.0,06/17/2018,1.92,32.0
46.39117228032396,41.58401716554283,salsk,ru,74.31,35.0,06/17/2018,6.96,88.0
31.408846761052814,51.49734573959415,semirom,ir,49.56,61.0,06/17/2018,2.26,0.0
13.656164166885361,10.387845255693605,goure,ne,86.82,29.0,06/17/2018,6.17,0.0
-39.12405210707223,175.21214385489503,waiouru,nz,44.16,95.0,06/17/2018,11.21,68.0
-40.12610211175547,-69.22458558290035,neuquen,ar,60.8,63.0,06/17/2018,3.36,0.0
51.61210009711732,47.36269014820499,volsk,ru,52.62,60.0,06/17/2018,4.38,0.0
47.41239473562166,-74.00424440902083,saint-michel-des-saints,ca,75.84,57.0,06/17/2018,8.41,36.0
43.3803399156144,109.85477674988857,erenhot,cn,60.63,79.0,06/17/2018,15.01,92.0
47.251738733133976,-63.61626383744135,alberton,ca,48.2,61.0,06/17/2018,3.36,0.0
-5.061542925498188,-60.94940073907006,novo aripuana,br,83.22,73.0,06/17/2018,3.38,32.0
-19.70102910607082,-153.24103474273485,moerai,pf,72.51,100.0,06/17/2018,4.16,64.0
37.30322752138946,-75.3305351065353,virginia beach,us,91.4,62.0,06/17/2018,9.17,1.0
6.017589875343546,46.88085806053704,hobyo,so,76.29,80.0,06/17/2018,19.6,0.0
